col1;col2;col3;col4;col5;col6;col7;col8;col9;col10;target
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.13;-1
1.13;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.13;1.27;-1
1.27;1.13;1.27;1.27;1.27;1.27;1.13;1.27;1.27;1.27;-1
1.27;1.27;1.13;1.13;1.13;1.13;1.27;1.13;1.27;1.27;-1
1.27;1.13;1.27;1.27;1.27;1.27;1.27;1.13;1.27;1.27;-1
1.27;1.13;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.13;1.13;1.27;1.27;1.27;1.13;1.27;1.27;1.13;1.27;-1
1.27;1.27;1.27;1.13;1.27;1.27;1.13;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.13;1.27;1.27;1.13;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.13;-1
1.27;1.27;1.27;1.13;1.27;1.27;1.27;1.13;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.13;1.27;1.13;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.13;1.27;1.13;1.27;1.13;1.27;-1
1.27;1.27;1.27;1.13;1.27;1.27;1.27;1.27;1.13;1.27;-1
1.27;1.13;1.27;1.13;1.27;1.13;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.13;1.13;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.13;1.27;1.13;1.27;-1
1.27;1.27;1.13;1.27;1.27;1.27;1.27;1.27;1.13;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.13;1.27;1.13;1.27;1.27;1.27;1.27;1.13;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.13;1.27;1.13;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.13;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.13;1.27;1.13;1.27;1.13;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.13;1.27;1.27;1.13;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.41;1.27;1.27;1.27;1.27;-1
1.41;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.41;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.13;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.13;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.13;1.27;-1
1.27;1.27;1.13;1.27;1.27;1.27;1.27;1.13;1.13;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.13;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.13;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.13;1.27;1.27;1.27;1.13;-1
1.27;1.27;1.27;1.27;1.13;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.13;1.27;-1
1.13;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.13;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.13;1.27;1.13;1.13;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.13;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.13;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.13;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.13;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.13;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.13;1.27;1.27;1.27;1.13;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.13;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.13;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.13;1.27;1.13;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.13;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.41;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.41;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.41;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.41;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;1.27;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.53;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;1.37;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;-1
